_ID_,_VAL_
0,0.29609677697055214
1,0.7118880770655833
2,0.3569795947620268
3,0.5994422399126985
4,0.7317408315918004
5,0.5860320950388399
6,0.2522056804372713
7,0.42368861325923135
8,0.2844434249761735
9,0.4401910392472774
10,0.32687065748570593
11,0.7784218219775629
12,0.14074026853418417
13,0.3937207551804837
14,0.8654132633961854
15,0.44928092094400685
16,0.11957488079969603
17,0.5065830019071801
18,0.5762872685751703
19,0.29181588417382764
20,0.2862365775279782
21,0.5597512313560402
22,0.3187224026515361
23,0.17346123752030004
24,0.7266659823985782
25,0.5939063866757651
26,0.7576468588952078
27,0.263955512348797
28,0.22084684195947352
29,0.5064058094454551
30,0.5311526218728282
31,0.2961713599758748
32,0.4473060689235263
33,0.44286905369426416
34,0.564250214554102
35,0.14965304627417989
36,0.32352992359785515
37,0.1935194911364444
38,0.28723541846880996
39,0.33633573676710943
40,0.28165394697393703
41,0.3847260769563188
42,0.21178274006539172
43,0.2885381332360546
44,0.6805056571807999
45,0.3934313313352504
46,0.3617602347495805
47,0.3339017679667984
48,0.3699123670985429
49,0.22099342191849253
50,0.18815446453666712
51,0.20683324018153515
52,0.18181346501060408
53,0.5208914712695663
54,0.45944322069699284
55,0.35201849122776036
56,0.5496570501980685
57,0.3924186899648463
58,0.18060172946766748
59,0.1484028592031368
60,0.2583786453684855
61,0.2103181649792446
62,0.36522386143686075
63,0.48968288598945703
64,0.2285867848042198
65,0.6173123243008385
66,0.3496595103067587
67,0.3463485330443772
68,0.09898946235966133
69,0.3707323718690815
70,0.5661967144148767
71,0.15386948479701068
72,0.2158209385133083
73,0.7103272785031629
74,0.4608344502345314
75,0.15155921541464212
76,0.4111262844055633
77,0.23434139371943113
78,0.3820404876362962
79,0.3960642749602624
80,0.14388330764359253
81,0.6365113364911043
82,0.305182453889442
83,0.20797886745323385
84,0.49821745717875693
85,0.6320954266915226
86,0.12257177567389146
87,0.5421669212327533
88,0.5015938897895429
89,0.34208053006191363
90,0.15631095820739888
91,0.5734608594870414
92,0.6891533519085988
93,0.3300140086714871
94,0.4698253102221943
95,0.4154778377557478
96,0.21928023084046608
97,0.1688278551402982
98,0.4060196376670191
99,0.4338220072945044
100,0.4334456793004676
101,0.27535239163560904
102,0.31180823801026897
103,0.4982985401085369
104,0.3939746132900462
105,0.3876653182058425
106,0.7124649047229823
107,0.2992481380361759
108,0.2769852652162718
109,0.23406421473335998
110,0.5534292903894258
111,0.17253242180785466
112,0.2058569155764871
113,0.5851613958414518
114,0.556149955314157
115,0.46573337100454715
116,0.5557988682243151
117,0.263791464941151
118,0.3051087590778234
119,0.5478279825291994
120,0.21647232505219335
121,0.3310976723463177
122,0.36727642297163327
123,0.4374005896106613
124,0.3244899965465848
125,0.28385027238244515
126,0.6155704735848528
127,0.219679670999753
128,0.27684858278180685
129,0.6774719612392621
130,0.21630744300786992
131,0.4476340299855248
132,0.3359376921910572
133,0.22501046650345352
134,0.17127631771193993
135,0.6776228415737292
136,0.368462059421394
137,0.2323103785151353
138,0.19200778162043008
139,0.611824430803973
140,0.43496415492334695
141,0.32050713002202247
142,0.5204758390257939
143,0.33533700806671757
144,0.5838098286565285
145,0.28774818660123325
146,0.5109201309608714
147,0.5760454834384963
148,0.45167802003589275
149,0.20118665393080593
150,0.2569796420539733
151,0.3954731567923008
152,0.520435030439889
153,0.19556206186866226
154,0.6297886007148104
155,0.1878085452281828
156,0.21114208107934046
157,0.39201023716516215
158,0.15203318707151714
159,0.7079600252038121
160,0.5978999576203049
161,0.3440066329192609
162,0.2777525556478646
163,0.39459454154311185
164,0.3118672268669269
165,0.16149212374676086
166,0.6572981672720744
167,0.2856989270633532
168,0.278335719210941
169,0.26498827824169147
170,0.31366451559998393
171,0.11718017431566413
172,0.13724116985338863
173,0.21813833535176605
174,0.1654901708856496
175,0.4521184410410959
176,0.43546538494996867
177,0.1211172832529249
178,0.3677786601412004
179,0.6557667516583658
180,0.31936169005350407
181,0.2794922532415175
182,0.6293380452948978
183,0.6647313267936912
184,0.6391381096396793
185,0.35827546938067345
186,0.35809932046429604
187,0.4474867545519764
188,0.3147151268027283
189,0.33460137083928787
190,0.21507870781639044
191,0.5357586235701296
192,0.3798730205488505
193,0.8399556851933145
194,0.5689243094206031
195,0.2560257507542255
196,0.2588897349932786
197,0.48457138782632947
198,0.5314317766110817
199,0.19619514415726674
200,0.39095909292850983
201,0.25404372614302395
202,0.3071406895774792
203,0.22990248181471087
204,0.18322261868551545
205,0.6247384802747763
206,0.4270495919523247
207,0.4154048623865709
208,0.4251823004287383
209,0.48919111761189416
210,0.5227735872363428
211,0.36122572311524526
212,0.6181430437508181
213,0.2988332170340663
214,0.22568121164171306
215,0.5176390896398068
216,0.17830990575579758
217,0.44182601593622056
218,0.1595694543047179
219,0.36725484958586785
220,0.5041137682491283
221,0.4444408463062029
222,0.14009603968429568
223,0.27730446473887854
224,0.3600577613804882
225,0.29154137108517164
226,0.40064454524076903
227,0.3545437944350547
228,0.3059961196654964
229,0.21608437513763357
230,0.28978473142488786
231,0.4496234005545435
232,0.2577125638624019
233,0.13893083344578516
234,0.3876277646366279
235,0.21105728438936822
236,0.7584248739957316
237,0.27402061499717034
238,0.4477111186371017
239,0.26151208062444486
240,0.35848568025963656
241,0.3318772655255349
242,0.3388633119610673
243,0.49104147455810476
244,0.30652883563003697
245,0.24379626088363943
246,0.10953146857201096
247,0.5688229335536363
248,0.21977313872033796
249,0.22417873517609638
250,0.236325695601649
251,0.6857163534494775
252,0.33420756874451213
253,0.5785380928644495
254,0.6214672399141168
255,0.2303458419260398
256,0.9156158637051025
257,0.3262873279155532
258,0.26681089504681593
259,0.13027724274626076
260,0.4583557532361972
261,0.39960899064344524
262,0.6825452011649749
263,0.7394778483299116
264,0.38585351972099835
265,0.3143829026794467
266,0.38477968199700996
267,0.4387579762925127
268,0.3178864910456505
269,0.69904138845563
270,0.7053955596778994
271,0.9150780044148277
272,0.2572136304249338
273,0.16752920233669172
274,0.413004148700886
275,0.2949374230069229
276,0.33179199790633196
277,0.5180962660457517
278,0.28261999469004817
279,0.353366873472158
280,0.19945321517728865
281,0.35834723446307065
282,0.38745129468285
283,0.44622104328948853
284,0.261652541193872
285,0.20440949573654282
286,0.2655253788298295
287,0.8002108712745315
288,0.23116480997387895
289,0.2345423171755809
290,0.34925671537843733
291,0.2850783633891238
292,0.2501338632677821
293,0.30186913805789517
294,0.1808275961297774
295,0.4451043061119872
296,0.7622912872575247
297,0.44731557101915287
298,0.706292432945969
299,0.2695016677016902
300,0.18528373458492303
301,0.2738556056556299
302,0.49598709918977435
303,0.13546023058326168
304,0.38398514317836735
305,0.9215637592502253
306,0.2654871192527285
307,0.640959535702843
308,0.4745470835053711
309,0.27625660464586005
310,0.21385675133708432
311,0.6079937506763522
312,0.4316460008853123
313,0.5202513776127584
314,0.26048163603613933
315,0.35607464940551936
316,0.45969712575108024
317,0.37385662894164406
318,0.3947317505426545
319,0.4046016708083967
320,0.3554831893684057
321,0.37768590829843507
322,0.5034791174570362
323,0.26235668231624465
324,0.7971305812216055
325,0.4039267899925829
326,0.43991323848927555
327,0.2838841692488281
328,0.35107026574553596
329,0.3927028173383884
330,0.23370220335745776
331,0.39363676731264996
332,0.5589785070759997
333,0.49502878078455637
334,0.2516822709508001
335,0.37128845148618683
