_ID_,_VAL_
0,0.6668055507350692
1,0.537589198870597
2,0.656329471708994
3,0.6434532989030248
4,0.4147520144326988
5,0.6539607169729629
6,0.6529247414801558
7,0.6441153430051882
8,0.651221698727693
9,0.6395384378591674
10,0.5880501765706008
11,0.5824513112993486
12,0.5688859141998065
13,0.6897187633473961
14,0.38124783688995995
15,0.6192482671005517
16,0.6586170532487252
17,0.6383247022861854
18,0.6367151293739239
19,0.6725252260406405
20,0.604930822380645
21,0.5994173198595922
22,0.6561773177579789
23,0.670045840198991
24,0.4370345003812902
25,0.6344742485134077
26,0.6528853252596009
27,0.6338551707161728
28,0.6418141472901885
29,0.6212228504197727
30,0.6332300179894276
31,0.662558011152236
32,0.6630580495339589
33,0.6769900026614671
34,0.6929978058966839
35,0.6311591140545182
36,0.6630793677639332
37,0.6153403988223879
38,0.6645118732789945
39,0.6563799317214488
40,0.6623979069392324
41,0.6045433715812175
42,0.6656056247619746
43,0.6166266763629178
44,0.5193194331645871
45,0.6039531257865649
46,0.6163619589479138
47,0.6353434370960999
48,0.6430803369156608
49,0.640959464094752
50,0.654167774315502
51,0.6391233216925957
52,0.5708735304581347
53,0.6354083777205967
54,0.6274361322667478
55,0.5891513936153158
56,0.6227215752398836
57,0.5864684367920693
58,0.6516098539540831
59,0.6257219909136394
60,0.6333048962518001
61,0.6066217603790326
62,0.5843395772383929
63,0.6139305290148628
64,0.6104786939897824
65,0.6390175625328804
66,0.6123104553943618
67,0.622306933667207
68,0.6643921971433563
69,0.6511185024662027
70,0.6311009999207494
71,0.6444080244494976
72,0.6228184398884808
73,0.6009552028182578
74,0.6083485797425195
75,0.6536457000179416
76,0.6509376377490209
77,0.603422518293488
78,0.6308541673477499
79,0.6281580837275798
80,0.5787594814289655
81,0.6253294470673285
82,0.6250923982346189
83,0.6254181252155745
84,0.6383008945621996
85,0.565315218974954
86,0.6727202873572986
87,0.6430574124637032
88,0.6470697744182469
89,0.6600288387496808
90,0.5859756366996526
91,0.635322755677053
92,0.576788443917187
93,0.6510035752795991
94,0.6160581857528513
95,0.6465680527169122
96,0.6506414223829219
97,0.6770173358369407
98,0.6361872506821125
99,0.6200337996965364
100,0.6260170802083289
101,0.6685518936753351
102,0.6422254141259751
103,0.6431427837995322
104,0.6807384778831544
105,0.6281355273161846
106,0.5241551599198148
107,0.6508728724804482
108,0.6550054691766893
109,0.6519922957955232
110,0.6015607032091134
111,0.6636820257582733
112,0.6385742729525564
113,0.5840683605907291
114,0.6431145184797685
115,0.6269418050461414
116,0.6110190277494378
117,0.6381017988607782
118,0.6286466754795279
119,0.6227815718331082
120,0.6378259991068874
121,0.6490341548463432
122,0.6471825989629246
123,0.6335326459357702
124,0.6510044521879991
125,0.6519910904560314
126,0.6179941779496706
127,0.6475547747783722
128,0.6494441847769142
129,0.5708654570084013
130,0.673494473259392
131,0.6648206747628004
132,0.6101990520976952
133,0.6429802497868048
134,0.6421334768339675
135,0.559360602438926
136,0.6566236341324293
137,0.685125514497436
138,0.6671249080549798
139,0.486991484114947
140,0.6183237498829514
141,0.6157009109281024
142,0.6686666203677775
143,0.6717074838967294
144,0.6176329936605874
145,0.6424806446783112
146,0.6459437808075307
147,0.6581075238874711
148,0.6069657076719918
149,0.6712320635561898
150,0.6587073694552341
151,0.6583098562954006
152,0.6647795475976044
153,0.627456668632251
154,0.67551248889411
155,0.6191878152927554
156,0.6157555661259303
157,0.674068096993046
158,0.6540413997087204
159,0.5492174173093533
160,0.6034251005353387
161,0.640908990858657
162,0.6061516723694719
163,0.5920772030858713
164,0.6350728990993352
165,0.6538127600342774
166,0.6088182494655293
167,0.6131999589453
168,0.6328511028432888
169,0.6385412112321857
170,0.6554833924908884
171,0.6677276325009998
172,0.6304764116516824
173,0.631120591556222
174,0.5842321774611793
175,0.6353064567143851
176,0.6602483077041672
177,0.6616452645404273
178,0.6677995476577586
179,0.5615928714296426
180,0.62898994124099
181,0.6372670430835542
182,0.6148156487372639
183,0.6468878376718955
184,0.634636914496897
185,0.6527109945795164
186,0.6636755839553472
187,0.6387435201049523
188,0.6297388844489288
189,0.6050150041228155
190,0.6568126774421389
191,0.5783824354724172
192,0.6412298262089268
193,0.3440198468499466
194,0.628807719769654
195,0.640133225515768
196,0.6243969838995632
197,0.6571311942992228
198,0.6350734742780855
199,0.6451902597908252
200,0.6183459861925246
201,0.649253770158494
202,0.6310470846565229
203,0.6446619175496139
204,0.65135535441146
205,0.6476143928105882
206,0.6386141358592328
207,0.6361835761699857
208,0.6125323994626294
209,0.6347437650262592
210,0.6176309495696138
211,0.641041258983988
212,0.6453171126238426
213,0.6199355092415609
214,0.5585048351577008
215,0.6078417347821424
216,0.6258621190914816
217,0.645626192912549
218,0.6496451198137593
219,0.610259136009205
220,0.6071861078655482
221,0.6316598604252822
222,0.6655119058069207
223,0.6379417184009993
224,0.6282372155480512
225,0.667032230836348
226,0.6295582888861501
227,0.6727471126284941
228,0.6142740162984051
229,0.6438790733795012
230,0.622700725449493
231,0.6451354307790711
232,0.6324486256658047
233,0.6572883274274645
234,0.6151892290749275
235,0.6486424085785698
236,0.5865980410294928
237,0.6343512495413248
238,0.5982712754728994
239,0.6521548322150436
240,0.6808424226736162
241,0.6148342977109056
242,0.6553769136445209
243,0.6348108927638101
244,0.6414647492764269
245,0.6500849620094425
246,0.5803427601193852
247,0.6521365513707602
248,0.5867506554683868
249,0.6498924560485149
250,0.6347046509250874
251,0.6594405213918906
252,0.6474099233444714
253,0.6199931966738271
254,0.6732040360630287
