_ID_,_VAL_
0,0.09339571134121502
1,0.43851309280895656
2,0.1890120121346038
3,0.3172352961248663
4,0.44794367804932167
5,0.2513243171659187
6,0.07924195631352945
7,0.15443381763207986
8,0.12979656131193226
9,0.293727001940615
10,0.09382893566806152
11,0.590606400491416
12,0.034895816301664266
13,0.1748887666130207
14,0.6500212818964837
15,0.15531053814556892
16,0.02426581552543156
17,0.26203234295353456
18,0.2913693219015611
19,0.12363050891612604
20,0.04943590354453883
21,0.21117409151412397
22,0.17977011469224777
23,0.03200781256004543
24,0.5491817461627879
25,0.4505503656195187
26,0.4131774611437729
27,0.08880341260275741
28,0.050353422356681644
29,0.16318214828723235
30,0.27511173557759233
31,0.12386486644621524
32,0.2413520441056948
33,0.23710703645273706
34,0.278754492485435
35,0.03905080581539258
36,0.13571996409282852
37,0.0666023481221808
38,0.12500615584435512
39,0.12286563464200712
40,0.09278935205081922
41,0.14195795844055928
42,0.08039150165277364
43,0.18039175232616309
44,0.5043331808200584
45,0.17497358417749273
46,0.16165538795159626
47,0.13341133689393064
48,0.13475737282806088
49,0.11274801472666439
50,0.06999987251130697
51,0.05461651866178471
52,0.0219902015353255
53,0.2332637013593748
54,0.30074431724985196
55,0.13963052767725098
56,0.19478598553057655
57,0.12633819972838511
58,0.07869906132241306
59,0.03919231659291461
60,0.1287904493656082
61,0.054808188217401924
62,0.11378579480010532
63,0.3705280453376671
64,0.04968372280870964
65,0.2908706117208154
66,0.19258831335149929
67,0.1697547792451891
68,0.026542618731632214
69,0.15912537148054515
70,0.300595581841518
71,0.03739827294902247
72,0.04688233847588467
73,0.4720113314061503
74,0.1554236537885593
75,0.04812339647521241
76,0.18164043956235193
77,0.10407965053878315
78,0.1843260622306386
79,0.21383632382988854
80,0.02698622838317542
81,0.4661468786976684
82,0.17419149939873185
83,0.03714036174124499
84,0.14687004005066712
85,0.43185839726555114
86,0.05276555964941228
87,0.31466866957784084
88,0.18656761556830934
89,0.1857445573380141
90,0.028230182141083273
91,0.26985955893066793
92,0.3976365015506875
93,0.13666130433994106
94,0.1773704848471099
95,0.2124321239123482
96,0.0551401826066799
97,0.0661443592487893
98,0.14348061328548153
99,0.19218056035524198
100,0.23347133398431702
101,0.07152987914507225
102,0.08314815987804786
103,0.290747480385309
104,0.26955525615827153
105,0.1588708390845755
106,0.33704902694454286
107,0.13935958577872923
108,0.0993259563352555
109,0.08413180216893207
110,0.23335831357500067
111,0.07128532295458372
112,0.056751210296718486
113,0.36552058070778076
114,0.23348107253183847
115,0.20542338056670895
116,0.430662589164111
117,0.10411755441859918
118,0.10146951075186607
119,0.24163699737151875
120,0.06798222413233511
121,0.11227693662698567
122,0.13114633470877393
123,0.24397701631457344
124,0.17200078294699253
125,0.07286129139998944
126,0.46363880725504564
127,0.061508669022879485
128,0.14877390054229625
129,0.47070825751674694
130,0.07705379525811228
131,0.2443998628176283
132,0.1269939703710503
133,0.08565217845190519
134,0.05045495202123318
135,0.37741369023172033
136,0.2239881246526532
137,0.056966508436193726
138,0.0667777155360272
139,0.6707071879674362
140,0.14644765444523222
141,0.10906693849834974
142,0.2794126338007366
143,0.18947377164544144
144,0.3867449459773993
145,0.07928362402534168
146,0.2648713365959657
147,0.41616180452845913
148,0.20927344984113957
149,0.058354731712459744
150,0.13497076848029055
151,0.18948016852894928
152,0.2585649678641538
153,0.033898455742527686
154,0.2984155089462613
155,0.05986220978504724
156,0.05223368419490976
157,0.17808862152585994
158,0.04927083952364474
159,0.5317613459783999
160,0.33717352428476144
161,0.12119782903500118
162,0.07500122221851609
163,0.11798341916242086
164,0.11250063637788313
165,0.04273821203216043
166,0.30021185678928153
167,0.1360683696750706
168,0.07957075858604336
169,0.08164236078281725
170,0.12178073678668089
171,0.06510101293994404
172,0.037992922106628114
173,0.10017333082478329
174,0.025469841192935366
175,0.22573750726201344
176,0.23544707850838695
177,0.04739564889729336
178,0.19357023303915355
179,0.454196267141889
180,0.09242682604231266
181,0.14956984268176463
182,0.37582951052679836
183,0.44550324070754876
184,0.47433709880586805
185,0.16465538357708995
186,0.15678523026332294
187,0.25712618491939243
188,0.11185242497109138
189,0.10756041320684755
190,0.06761664827116129
191,0.33340524283535433
192,0.1843127861453405
193,0.7433779130587691
194,0.301184516370003
195,0.08864377517307374
196,0.12228878029125388
197,0.2562729849462263
198,0.24012811711626367
199,0.061276460328434874
200,0.13108551379275013
201,0.1287231613065803
202,0.07198855460604243
203,0.05342646441052338
204,0.042143995077254255
205,0.3058010739797067
206,0.14082367769880397
207,0.2693358300279557
208,0.19478260297497174
209,0.3000013359978507
210,0.1785013919321307
211,0.15185601561076267
212,0.23802256264639254
213,0.0980857426104459
214,0.053586897465869233
215,0.21611745809406727
216,0.05093626263629618
217,0.17411060114894306
218,0.03807533993989757
219,0.08992153571131097
220,0.33349972376395903
221,0.28861277156034465
222,0.05011268660837085
223,0.08483605821389327
224,0.16730877626981555
225,0.08516010277390353
226,0.19240246515107942
227,0.11921468923282835
228,0.13738912147822385
229,0.08916153215772653
230,0.09346289289011626
231,0.13846923034881986
232,0.12487796974787205
233,0.02806041517056827
234,0.16465710174046153
235,0.09413361605603209
236,0.5242464423782514
237,0.09373608625925517
238,0.17756956355136788
239,0.05365701944144484
240,0.14970776583257955
241,0.3237656149188457
242,0.13430243041528048
243,0.21239074171182482
244,0.0952956675435121
245,0.07605204925996097
246,0.007169497190818119
247,0.280309243685635
248,0.06684393955172657
249,0.09623164356468307
250,0.05684674146448008
251,0.3409480986738269
252,0.10851381527777294
253,0.337176070289704
254,0.26419722004402596
255,0.08078851765505163
256,0.6480081922600589
257,0.1357737801701519
258,0.11964382715164408
259,0.04668451862185803
260,0.1378557871401769
261,0.16712615881844733
262,0.37365245014570275
263,0.49266101441765303
264,0.215206495910415
265,0.10817673776235184
266,0.185738837085608
267,0.2109326776490994
268,0.08457617744307351
269,0.6022794449770056
270,0.4564977339608812
271,0.7247776508097554
272,0.08790543612165526
273,0.058384664805015085
274,0.17702031446862038
275,0.1023571370345811
276,0.09542952247082176
277,0.21254249424935473
278,0.11406689455323073
279,0.14950138033058996
280,0.04999756313446791
281,0.11769893679792413
282,0.18561512689134854
283,0.15829744112665528
284,0.10253361628805042
285,0.04761601068456772
286,0.14037065787039651
287,0.5996837505732938
288,0.07616244841277568
289,0.12287476102562331
290,0.11158324745892961
291,0.13787022597294085
292,0.09905206443449098
293,0.09785428050954122
294,0.06470077546349395
295,0.19080904124066184
296,0.5289445197600388
297,0.21946668428546698
298,0.49613417798820764
299,0.10342669709130302
300,0.09609272565258467
301,0.05968778601938249
302,0.2806028144535051
303,0.0295579865646985
304,0.22332659369408325
305,0.7027715738463729
306,0.07236317322692253
307,0.26637769473757517
308,0.2551117004021971
309,0.0934603531377375
310,0.060599608122934176
311,0.33849652873276237
312,0.17386916850986428
313,0.1625468529584263
314,0.0692804278717485
315,0.1055940764769766
316,0.18030392886977697
317,0.14530653882297886
318,0.15435746071089465
319,0.18450266103682292
320,0.16555423654538354
321,0.21494360009944938
322,0.22117852537706617
323,0.11499824305484914
324,0.6342369183336484
325,0.2654776500601346
326,0.14696161255094067
327,0.08706678768288656
328,0.12473339809290432
329,0.15562467877150765
330,0.04318557965482762
331,0.14134734357226375
332,0.6119140015942708
333,0.23177295322447383
334,0.055631482469594117
335,0.21973911937806714
336,0.3357575627937053
337,0.1469781442028765
338,0.13139265693918964
339,0.2388720016731232
340,0.22477193309259966
341,0.4029708927201496
342,0.022490749055694207
343,0.048502162448393595
344,0.08759007936378847
345,0.18465309238384503
346,0.4063719143196955
347,0.5878609129923902
348,0.6374609831319374
349,0.12642752051796424
350,0.0978963636254852
351,0.10489464661617665
352,0.05901893864596053
353,0.1298733753480359
354,0.17888736001770664
355,0.17939938927903548
356,0.4165300135542341
357,0.12045588561386594
358,0.32376423859942016
359,0.16046979722793492
360,0.12749422893255852
361,0.14744025080349032
362,0.008790138060432572
363,0.19667714196468045
364,0.14823735450924597
365,0.04489360536642867
366,0.1589492417497836
367,0.14852577756107824
368,0.29885798375981915
369,0.13199943141310488
370,0.038537113087086024
371,0.1277094701051984
372,0.12646793574899054
373,0.6182195400912452
374,0.1440496497900548
375,0.17233196511452317
376,0.1735943806896825
377,0.15936213143130806
378,0.10020795267004591
379,0.29520498920506205
380,0.2011531600136518
381,0.1352324748442419
382,0.23481717592588178
383,0.1645618531795149
384,0.0654893695350609
385,0.3721587709662323
386,0.22408508553714823
387,0.10564488486300988
388,0.18494956775849203
389,0.040298335140255014
390,0.06452294107709305
391,0.2692838424502781
392,0.17969012390495784
393,0.07420791006361667
394,0.21209563268627057
395,0.046626076885147555
396,0.10128149369321376
397,0.12985320233295541
398,0.18633951018857772
399,0.19740496612615221
400,0.2591505286514576
401,0.1554353131035822
402,0.1545531807744184
403,0.3170035900683628
404,0.06142255264480306
405,0.1453002816560768
406,0.07541883813484034
407,0.044930925559422574
408,0.24598263556514247
409,0.10169206589376614
410,0.05594987916041378
411,0.18646492634889225
412,0.04913116140505193
413,0.2721181475333087
414,0.19466957372538413
415,0.13240402388596814
416,0.037120293863497786
417,0.07386055792944014
418,0.3852821144952205
419,0.08939654334898517
420,0.10548981244552488
421,0.0668045786555076
422,0.15329165910957293
423,0.08132608963870976
424,0.1853622733942617
425,0.5765066079984722
426,0.1674224317563842
427,0.0689017806813045
428,0.08626760953585091
429,0.13912811784514584
430,0.2270981034116064
431,0.13600601677736077
432,0.09824126853151255
433,0.09615956108052709
434,0.12671003962623992
435,0.213774206766616
436,0.19914411791551634
437,0.18958543868212113
438,0.19305638109589285
439,0.1970024999628772
440,0.12843078245802722
441,0.19684826061480631
442,0.06839048228630058
443,0.048780186051552564
444,0.05772098789922301
445,0.055607716915613156
446,0.058307535921387744
447,0.5811171118144418
448,0.23702135145801143
449,0.23898328563883145
450,0.19077424635352797
451,0.046552740971398034
452,0.05585844217574747
453,0.15574120260298155
454,0.5651542858823645
455,0.09749295567808756
456,0.08742158930345591
457,0.1558077576837024
458,0.39726180771883896
459,0.3762072755645055
460,0.4581966737825747
461,0.08780343876022868
462,0.1869557434194726
463,0.4738209107697248
464,0.3520710610698181
465,0.2811465936799339
466,0.08503373754247064
467,0.21715892849875182
468,0.1596364594697275
469,0.045073856492443186
470,0.09848805056802258
471,0.29307984207393384
472,0.4383251632224915
473,0.10256354385936463
474,0.07830522640955652
475,0.06098217020877326
476,0.03792014029807645
477,0.06958654232789563
478,0.18068832705547197
479,0.068504965973555
480,0.12626350015843502
481,0.1634577379099468
482,0.7685644468739065
483,0.1735867577211347
484,0.10835943301525428
