_ID_,_VAL_
0,0.22835681
1,0.06936237
2,0.67782354
3,0.029133527
4,0.12539418
5,0.08677149
6,0.0728223
7,0.14183094
8,0.095159754
9,0.10855936
10,0.20411053
11,0.1175106
12,0.039756477
13,0.052243814
14,0.2658474
15,0.04271054
16,0.11783714
17,0.056847297
18,0.079691164
19,0.07542116
20,0.1022681
21,0.13253312
22,0.0842346
23,0.13099203
24,0.032542694
25,0.60328346
26,0.08883816
27,0.2503362
28,0.10276212
29,0.18023469
30,0.12602857
31,0.15841457
32,0.06059533
33,0.087225616
34,0.13163973
35,0.1485577
36,0.18231115
37,0.041057523
38,0.02466933
39,0.02897665
40,0.14083119
41,0.33894944
42,0.05560498
43,0.09323588
44,0.06832787
45,0.6442621
46,0.14384717
47,0.17073165
48,0.08528562
49,0.27104706
50,0.086394265
51,0.04332039
52,0.36599964
53,0.179015
54,0.32758102
55,0.08119631
56,0.65061253
57,0.13998972
58,0.1895006
59,0.060620453
60,0.2719712
61,0.12078987
62,0.1380567
63,0.023777891
64,0.6540397
65,0.0955528
66,0.07056175
67,0.13383996
68,0.25325283
69,0.09268678
70,0.07747779
71,0.1742294
72,0.056031365
73,0.09294016
74,0.08447671
75,0.25489512
76,0.04962743
77,0.08832055
78,0.112208635
79,0.06940369
80,0.3567432
81,0.07880887
82,0.11662747
83,0.4765478
84,0.3150569
85,0.02914428
86,0.27282113
87,0.11381478
88,0.06362302
89,0.08871985
90,0.119761184
91,0.111325145
92,0.29577067
93,0.08013482
94,0.13758785
95,0.16800672
96,0.13944858
97,0.015899953
98,0.0389545
99,0.10311127
100,0.16542025
101,0.051249273
102,0.047670852
103,0.1659293
104,0.1103154
105,0.07975067
106,0.1289481
107,0.07078938
108,0.150583
109,0.46170697
110,0.20993236
111,0.11540733
112,0.3988119
113,0.2705974
114,0.14790852
115,0.067167945
116,0.07465094
117,0.13552009
118,0.05013743
119,0.35946274
120,0.13743533
121,0.06581979
122,0.11718461
123,0.27756968
124,0.19790222
125,0.124165334
126,0.09359272
127,0.08956934
128,0.1273343
129,0.1631166
130,0.12388714
131,0.19867066
132,0.15842465
133,0.1054773
134,0.123499505
135,0.32198605
136,0.13335387
137,0.102351464
138,0.35528383
139,0.105383284
140,0.33291528
141,0.12651305
142,0.11710588
143,0.26288828
144,0.041005075
145,0.108166575
146,0.14560637
147,0.07733411
148,0.16713026
149,0.19632421
150,0.32143378
151,0.09186053
152,0.15347691
153,0.1261328
154,0.23335277
155,0.086156994
156,0.15579522
157,0.12806629
158,0.103658326
159,0.33911747
160,0.105690725
161,0.12476488
162,0.021217426
163,0.12556978
164,0.36513865
165,0.034425985
166,0.08069568
167,0.15469927
168,0.08773629
169,0.040443048
170,0.18236563
171,0.080254614
172,0.12414625
173,0.10767562
174,0.094074085
175,0.079706445
176,0.04408142
177,0.3001682
178,0.10394565
179,0.4907435
180,0.08033631
181,0.1081908
182,0.18022318
183,0.09596781
184,0.089320734
185,0.1392216
186,0.15626466
187,0.094929695
188,0.5077882
189,0.044605725
190,0.27155435
191,0.1889794
192,0.09682834
193,0.14982434
194,0.065247044
195,0.19394642
196,0.14152938
197,0.08713481
198,0.094361216
199,0.10198615
200,0.07440548
201,0.09285407
202,0.11226096
203,0.35978997
204,0.20471472
205,0.065840445
206,0.09003012
207,0.21263888
208,0.15072529
209,0.071967006
210,0.10308527
211,0.08585213
212,0.06139551
213,0.14416379
214,0.043259144
215,0.30706197
216,0.060293898
217,0.23473455
218,0.10997964
219,0.24990502
220,0.10654991
221,0.08121964
222,0.5118616
223,0.17769931
224,0.039804205
